KEYNAME;TEXT;;TEXT;;;;;;;;;;;x
some_fake_ANY_53;Напоминаем читателям, что в эту пятницу произойдет солнечное затмение. ЭТО НЕ КОНЕЦ СВЕТА! Поэтому причин для паники и прекращения работы нет.;;Kommenden Freitag wird eine Sonnenfinsternis erwartet. Das Phдnomen ist kein Grund zu Panik oder Arbeitsausfдllen.;;;;;;;;;;;x
some_fake_ANY_title_54;Ровный график продаж;;Monokel-Kдufe auf Hochstand;;;;;;;;;;;x
some_fake_ANY_54;График продаж, который рос на протяжении десятилетий, стал выравниваться. Заказы остались на том же уровне с последнего квартала.;;In den letzten Jahrzehnten stetig wachsende Monokel-Kдufe scheinbar stabilisiert. Auftrдge im letzten Quartal konstant.;;;;;;;;;;;x
some_fake_ANY_title_55;Путешествия во времени;;Zeitreise;;;;;;;;;;;x
some_fake_ANY_55;Автор дешевых приключенческих романов выдвинул гипотезу о том, что человек может перемещаться вперед и назад во времени, появляясь в различные годы.;;Berьhmter Groschenroman-Autor entwickelt Idee, das Menschen in der Zeit vor und zurьck reisen und zu verschiedenen Zeiten in Vergangenheit und Zukunft erscheinen kцnnen.;;;;;;;;;;;x
some_fake_ANY_title_56;Грамотность;;Bildung;;;;;;;;;;;x
some_fake_ANY_56;Данные показывают её невероятный рост во всем мире. Если раньше грамотность считалась прерогативой духовенства и аристократии, то теперь распространяется среди рабочих и даже слабого пола.;;Neue Hцchstwerte weltweit erreicht. Bildung nicht lдnger Privileg des Klerus und Adels, auch  ungelernte Arbeiter und das schцne Geschlecht nehmen teil.;;;;;;;;;;;x
some_fake_ANY_title_57;Научная лекция;;Цffentliche 'Forschungs'-Lesung;;;;;;;;;;;x
some_fake_ANY_57;Натурфилософам сообщили, что лекция по геологии, или науке о строении горных пород, состоится в университете города $OURCAPITAL$ в следующий вторник. Аудитория №1.;;Freunde der Naturphilosophie wird interessieren, dass nдchsten Dienstag ein Vortrag zu Felsformationen und Geologie im Auditorium von $OURCAPITAL$ zum Eintrittspreis von  ¤1 stattfindet.;;;;;;;;;;;x
some_fake_ANY_title_58;Прерванное собрание;;Gestцrtes Treffen;;;;;;;;;;;x
some_fake_ANY_58;Вчера политический клуб был взят штурмом сторонницами равенства полов. Мужьям дебоширок был сделан выговор за поведение их жен.;;Ein politischer Club wurde gestern von Aktivisten zur Gleichstellung der Geschlechter ьberrannt. Die Ehemдnner wurden fьr die mangelnde Kontrolle ihrer Frauen von der Gendarmerie gemaЯregelt.;;;;;;;;;;;x
some_fake_ANY_title_59;Об англичанах;;Der Englдnder;;;;;;;;;;;x
some_fake_ANY_59;Англичанин всегда сохраняет твердость характера, честен и является сторонником свободы. Изобретательный, изящный и остроумный, он выделяется своей яркой фигурой среди других национальностей.;;Der Englдnder ist unnachgiebig, hat einen ausgeprдgten Gerechtigkeitssinn und verteidigt die Freiheit. Erfinderisch, elegant und geistreich ragt er unter den Nationalitдten heraus.;;;;;;;;;;;x
some_fake_ANY_title_60;Волна гриппа;;Grippewelle;;;;;;;;;;;x
some_fake_ANY_60;Грипп проносится по державе $OURCOUNTRY$. Очень многие зараженных по всей стране. Простые граждане боятся пандемии, но эксперты уверяют, что это просто сезонное явление.;;Die Grippe beutelt $OURCOUNTRY$. Infektionen breiten sich aus. Laien fьrchten eine Pandemie, Experten werten die Situation als saisonale Begebenheit.;;;;;;;;;;;x
some_fake_ANY_title_61;Найден клад;;Goldschatz entdeckt;;;;;;;;;;;x
some_fake_ANY_61;В провинции $ANYPROVINCE$ на этой неделе были обнаружены остатки старого клада. Большую часть золотых монет нашел фермер, который вспахивал землю после сильного дождя.;;Die Reste eines alten Goldschatzes wurden diese Woche in $ANYPROVINCE$ entdeckt. Offizielle melden Unmenge an Goldmьnzen, die von Bauern in der Feldarbeit im Regen ausgegraben wurden.;;;;;;;;;;;x
some_fake_ANY_title_62;Метрика? Вздор!;;Metrischer Unsinn;;;;;;;;;;;x
some_fake_ANY_62;Британский государственный деятель считает, что имперская система мер является путем в будущее. "Мы никогда не примем эту французскую метрическую ерунду.";;Laut einem britischen Staatsmann ist das englische MaЯsystem die Zukunft: 'Dieser franzцsische Metrik-Unsinn wird niemals FuЯ fassen.';;;;;;;;;;;x
GOODS_PRICE_UP_TITLE_LARGE;ЦЕНЫ РАСТУТ!;;PREISE STEIGEN!;;;;;;;;;;;x
GOODS_PRICE_UP_LARGE;В последние $VALUE_INT_0_0$ мес. цена на $STRING_0_1$ постоянно росла. Капиталисты и ремесленники постоянно борются за производство товара $STRING_0_1$, чтобы удовлетворить постоянно растущий спрос.;;In den letzten $VALUE_INT_0_0$ Monaten ist der Preis von $STRING_0_1$ konstant gestiegen. Kapitalisten und Handwerker rotieren weltweit, um mehr $STRING_0_1$ zu produzieren, um die Nachfrage zu befriedigen.;;;;;;;;;;;x
GOODS_PRICE_UP_TITLE_MEDIUM;ЦЕНЫ РАСТУТ!;;PREISE STEIGEN!;;;;;;;;;;;x
GOODS_PRICE_UP_MEDIUM;В последние $VALUE_INT_0_0$ мес. цена на $STRING_0_1$ постоянно росла. Капиталисты и ремесленники постоянно борются за производство товара $STRING_0_1$, чтобы удовлетворить постоянно растущий спрос.;;In den letzten $VALUE_INT_0_0$ Monaten ist der Preis von $STRING_0_1$ konstant gestiegen. Kapitalisten und Handwerker rotieren weltweit, um mehr $STRING_0_1$ zu produzieren, um die Nachfrage zu befriedigen.;;;;;;;;;;;x
GOODS_PRICE_UP_TITLE_SMALL;ЦЕНЫ РАСТУТ!;;PREISE STEIGEN!;;;;;;;;;;;x
GOODS_PRICE_UP_SMALL;В последние $VALUE_INT_0_0$ мес. цена на $STRING_0_1$ постоянно росла.;;In den letzten $VALUE_INT_0_0$ Monaten ist der Preis von $STRING_0_1$ konstant gestiegen!;;;;;;;;;;;x
GOODS_PRICE_DOWN_TITLE_LARGE;ЦЕНЫ ПАДАЮТ!;;PREISE KOLLABIEREN!;;;;;;;;;;;x
GOODS_PRICE_DOWN_LARGE;В последние $VALUE_INT_0_0$ мес. цена на $STRING_0_1$ упала ниже плинтуса! Во всем мире производители товара $STRING_0_1$ переходят на другие товары, чтобы возместить убытки.;;In den letzten $VALUE_INT_0_0$ Monaten sind die Preise fьr $STRING_0_1$ rapide gesunken! Hersteller von $STRING_0_1$ versuchen weltweit verzweifelt, ihre Produktion auf andere Gьter umzustellen, um Verluste abzufangen.;;;;;;;;;;;x
GOODS_PRICE_DOWN_TITLE_MEDIUM;ЦЕНЫ ПАДАЮТ!;;PREISE KOLLABIEREN!;;;;;;;;;;;x
GOODS_PRICE_DOWN_MEDIUM;В последние $VALUE_INT_0_0$ мес. цена на $STRING_0_1$ упала ниже плинтуса! Во всем мире производители товара $STRING_0_1$ переходят на другие товары, чтобы возместить убытки.;;In den letzten $VALUE_INT_0_0$ Monaten sind die Preise fьr $STRING_0_1$ rapide gesunken! Hersteller von $STRING_0_1$ versuchen weltweit verzweifelt, ihre Produktion auf andere Gьter umzustellen, um Verluste abzufangen.;;;;;;;;;;;x
GOODS_PRICE_DOWN_TITLE_SMALL;ЦЕНЫ ПАДАЮТ!;;PREISE KOLLABIEREN!;;;;;;;;;;;x
GOODS_PRICE_DOWN_SMALL;В последние $VALUE_INT_0_0$ мес. цена на $STRING_0_1$ упала ниже плинтуса!;;In den letzten $VALUE_INT_0_0$ Monaten sind die Preise fьr $STRING_0_1$ rapide gesunken!;;;;;;;;;;;x
REVOLUTION_NEWS_TITLE_LARGE;РЕВОЛЮЦИЯ В ДЕРЖАВЕ $TAG_0_0_UPPER$!;;REVOLUTION IN $TAG_0_0$_UPPER!;;;;;;;;;;;x
REVOLUTION_NEWS_LARGE;В державе $TAG_0_0$ произошла революция! $STRING_0_0$ разбили правительственные войска и захватили страну. $TAG_0_0$ сейчас находится под контролем политического объединения $STRING_0_4$. 'Теперь, когда мы взяли власть, мы проведем немедленные реформы, отражающие нашу позицию', как они заявили. 'Мы не изгои и хотим вести равноправную политику с нашими международными партнерами'. Также мы слышали, что новое правительство не собирается выполнять обязательства своих предшественников.;;Eine Revolution fand in $TAG_0_0$! $STRING_0_1$ statt, haben die Regierungskrдfte besiegt und das Land zerschlagen. $TAG_0_0$ wird nun von $STRING_0_4$ $STRING_0_3$ kontrolliert.;;;;;;;;;;;x
REVOLUTION_NEWS_TITLE_MEDIUM;РЕВОЛЮЦИЯ В ДЕРЖАВЕ $TAG_0_0_UPPER$!;;REVOLUTION IN $TAG_0_0$_UPPER!;;;;;;;;;;;x
REVOLUTION_NEWS_MEDIUM;В державе $TAG_0_0$ произошла революция! $STRING_0_0$ разбили правительственные войска и захватили страну. $TAG_0_0$ сейчас находится под контролем политического объединения $STRING_0_4$.;;Eine Revolution fand in $TAG_0_0$! $STRING_0_1$ statt, haben die Regierungskrдfte besiegt und das Land zerschlagen. $TAG_0_0$ wird nun von $STRING_0_4$ $STRING_0_3$ kontrolliert.;;;;;;;;;;;x
REVOLUTION_NEWS_TITLE_SMALL;РЕВОЛЮЦИЯ!;;REVOLUTION!;;;;;;;;;;;x
REVOLUTION_NEWS_SMALL;В державе $TAG_0_0$ произошла революция! $STRING_0_0$ разбили правительственные войска и захватили страну.;;Eine Revolution fand in $TAG_0_0$! $STRING_0_1$ statt, haben die Regierungskrдfte besiegt und das Land zerschlagen.;;;;;;;;;;;x 
INVENTION_NEWS_TITLE_LARGE;ОТКРЫТИЕ!;;ERFINDUNG!;;;;;;;;;;;x
INVENTION_NEWS_LARGE;Учеными и инженерами державы $TAG_0_0$ было запатентовано новое изобретение: $STRING_0_1$. ;;Forscher und Ingenieure in $TAG_0_0$ haben lt. Meldungen $STRING_0_1$ erfunden. ;;;;;;;;;;;x
INVENTION_NEWS_TITLE_MEDIUM;ОТКРЫТИЕ!;;ERFINDUNG!;;;;;;;;;;;x
INVENTION_NEWS_MEDIUM;Учеными и инженерами державы $TAG_0_0$ было запатентовано новое изобретение: $STRING_0_1$. ;;Forscher und Ingenieure in $TAG_0_0$ haben lt. Meldungen $STRING_0_1$ erfunden. ;;;;;;;;;;;x
INVENTION_NEWS_TITLE_SMALL;ОТКРЫТИЕ!;;Erfindung!;;;;;;;;;;;x
INVENTION_NEWS_SMALL;Учеными и инженерами державы $TAG_0_0$ было запатентовано новое изобретение: $STRING_0_1$. ;;Forscher und Ingenieure in $TAG_0_0$ haben lt. Meldungen $STRING_0_1$ erfunden. ;;;;;;;;;;;x
INVENTION_SUFFIX1;Прогресс не остановить!;;Fortschritt nicht aufzuhalten!;;;;;;;;;;;x
INVENTION_SUFFIX2;Вперед к будущему!;;Wahrhaft das Licht der Zukunft!;;;;;;;;;;;x
INVENTION_SUFFIX3;Возможно это означает погибель для всех!;;Dies kann uns alle vernichten!;;;;;;;;;;;x
INVENTION_SUFFIX4;Хорошие новости!;;Gute Nachrichten!;;;;;;;;;;;x
INVENTION_SUFFIX5;Это рассвет новой эры!;;Dies ist der Beginn eines neuen Zeitalters!;;;;;;;;;;;x
INVENTION_SUFFIX6;Сегодняшний прогресс по вчерашнему плану.;;Heutiger Fortschritt ist die Planung von gestern.;;;;;;;;;;;x
INVENTION_SUFFIX7;Будем надеяться, что они используют его во благо.;;Hoffentlich findet dies einen guten Einsatz.;;;;;;;;;;;x
INVENTION_SUFFIX8;Наука никогда не спит!;;Die Forschung schlдft nie!;;;;;;;;;;;x
INVENTION_SUFFIX_LONG1;Но какой ценой?;;Zu welchem Preis?;;;;;;;;;;;x
INVENTION_SUFFIX_LONG2;Что они думают о будущем?;;Was werden sie als nдchstes erfinden?;;;;;;;;;;;x
INVENTION_SUFFIX_LONG3;Это не приживется.;;Das wird nie was werden.;;;;;;;;;;;x
INVENTION_SUFFIX_LONG4;Они украли нашу идею!;;Idee ganz eindeutig von uns gestohlen.;;;;;;;;;;;x
PARTY_NEWS_TITLE_LARGE;НОВАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ В ДЕРЖАВЕ $TAG_0_0_UPPER$;;NEUE PARTEI IN $TAG_0_0_UPPER$;;;;;;;;;;;x
PARTY_NEWS_LARGE;В державе $TAG_0_0$ появилась новая политическая партия - $STRING_0_0$. Идеологически они $STRING_0_2$. 'В настоящий момент мы работаем над кадровым составом и партийными структурами',комментирует работник партии. Объединяя недовольных активистов и прочих партия собирается созвать национальное собрание, там выбрать своих представителей и подготовить программу. Они надеются, что несмотря на трудности все-таки смогут прийти к власти.;;Neue $STRING_0_2$ politische Partei, namens STRING_0_0, wurde in $TAG_0_0$ gegrьndet. Sie sind zuversichtlich, dass sie die nдchste Wahl gewinnen.;;;;;;;;;;;x
PARTY_NEWS_TITLE_MEDIUM;НОВАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ В ДЕРЖАВЕ $TAG_0_0_UPPER$;;NEUE PARTEI IN $TAG_0_0_UPPER$;;;;;;;;;;;x
PARTY_NEWS_MEDIUM;В державе $TAG_0_0$ появилась новая политическая партия - $STRING_0_0$. Идеологически они $STRING_0_2$. 'В настоящий момент мы работаем над кадровым составом и партийными структурами',комментирует работник партии.Объединяя недовольных активистов и прочих партия собирается созвать национальное собрание.;;Neue $STRING_0_2$ politische Partei, namens STRING_0_0, wurde in $TAG_0_0$ gegrьndet. Sie sind zuversichtlich, dass sie die nдchste Wahl gewinnen.;;;;;;;;;;;x
PARTY_NEWS_TITLE_SMALL;Новая партия;;Neue Partei;;;;;;;;;;;x
PARTY_NEWS_SMALL;В державе $TAG_0_0$ появилась новая политическая партия - $STRING_0_0$. Идеологически они $STRING_0_2$. Они надеются, что несмотря на трудности все-таки смогут прийти к власти.;;Neue $STRING_0_2$ politische Partei, namens STRING_0_0, in $TAG_0_0$ gegrьndet.;;;;;;;;;;;x
PROVINCE_NEWS_TITLE_LARGE;$TAG_0_1_UPPER$ РАСШИРЯЕТСЯ!;;$TAG_0_1_UPPER$ DEHNT SICH AUS!;;;;;;;;;;;x
PROVINCE_NEWS_LARGE;Провинция $STRING_0_0$ теперь принадлежит державе $TAG_0_1$. Их министр иностранных дел заявил, что $STRING_0_0$ отныне является неотьемлемой частью их страны и что $TAG_0_0$ не имеет более никаких прав на неё.;;Die Provinz von $STRING_0_0$ gehцrt nun zu $TAG_0_1$. Der AuЯenminister von $TAG_0_1$ sagt, dass '$STRING_0_0$ ein integraler Teil von $TAG_0_1$' ist und '$TAG_0_0$ keinerlei Ansprьche auf die Provinz hat'.;;;;;;;;;;;x
PROVINCE_NEWS_TITLE_MEDIUM;$TAG_0_1_UPPER$ РАСШИРЯЕТСЯ!;;$TAG_0_1_UPPER$ DEHNT SICH AUS!;;;;;;;;;;;x
PROVINCE_NEWS_MEDIUM;Провинция $STRING_0_0$ теперь принадлежит державе $TAG_0_1$. Их министр иностранных дел заявил, что провинция $STRING_0_0$ отныне является неотьемлемой частью их страны.;;Die Provinz von $STRING_0_0$ gehцrt nun zu $TAG_0_1$. Der AuЯenminister von $TAG_0_1$ sagt, dass '$STRING_0_0$ ein integraler Teil von $TAG_0_1$' ist.;;;;;;;;;;;x
PROVINCE_NEWS_TITLE_SMALL;$TAG_0_1$ расширяется!;;$TAG_0_1$ dehnt sich aus!;;;;;;;;;;;x
PROVINCE_NEWS_SMALL;Провинция $STRING_0_0$ теперь принадлежит державе $TAG_0_1$. Их министр иностранных дел выглядел довольным во время интервью.;;Die Provinz von $STRING_0_0$ gehцrt nun zu $TAG_0_1$. Der AuЯenminister von $TAG_0_1$ wirkte im letzten Interview sehr zufrieden.;;;;;;;;;;;x
RESEARCH_NEWS_TITLE_LARGE;$TAG_0_0_ADJ$ исследование завершено!;;$TAG_0_0_ADJ$ Forschung abgeschlossen!;;;;;;;;;;;x
RESEARCH_NEWS_LARGE;Ученые державы $TAG_0_0$ недавно завершили исследование $STRING_0_1$. Этот прорыв, несомненно дает державе $TAG_0_0$ ряд преимуществ в ближайшее время, с рядом сопутствующих открытий.;;Forscher in $TAG_0_0$ haben kьrzlich die Forschung in $STRING_0_1$ abgeschlossen. Dieser Durchbruch wird $TAG_0_0$ in Zukunft viele Vorteile fьr weitere Erfindungen bringen.;;;;;;;;;;;x
RESEARCH_NEWS_TITLE_MEDIUM;$TAG_0_0_ADJ$ исследование завершено!;;$TAG_0_0_ADJ$ Forschung abgeschlossen!;;;;;;;;;;;x
RESEARCH_NEWS_MEDIUM;Ученые державы $TAG_0_0$ недавно завершили исследование $STRING_0_1$. Этот прорыв, несомненно дает державе $TAG_0_0$ ряд преимуществ в ближайшее время, с рядом сопутствующих открытий.;;Forscher in $TAG_0_0$ haben kьrzlich die Forschung in $STRING_0_1$ abgeschlossen. Dieser Durchbruch wird $TAG_0_0$ n Zukunft viele Vorteile fьr weitere Erfindungen bringen.;;;;;;;;;;;x
RESEARCH_NEWS_TITLE_SMALL;$TAG_0_0_ADJ$ исследование завершено!;;$TAG_0_0_ADJ$ Forschung abgeschlossen!;;;;;;;;;;;x
RESEARCH_NEWS_SMALL;Ученые державы $TAG_0_0$ недавно завершили исследование $STRING_0_1$.;;Forscher in $TAG_0_0$ haben kьrzlich die Forschung in $STRING_0_1$ abgeschlossen.;;;;;;;;;;;x
WAR_NEWS_TITLE_LARGE;ВОЙНА МЕЖДУ ДЕРЖАВАМИ $TAG_0_0_UPPER$ И $TAG_0_1_UPPER$!;;KRIEG ZWISCHEN $TAG_0_0_UPPER$ UND $TAG_0_1_UPPER$!;;;;;;;;;;;x
WAR_NEWS_LARGE;$DATE_LONG_0$ $TAG_0_0$ объявила войну державе $TAG_0_1$. Министр иностранных дел державы $TAG_0_0$, когда его спросили о причине войны, заявил о необходимости '$STRING_0_1$'. 'Мы только хотим вернуть принадлежащее нам по праву и восстановить порядок в регионе', добавил он. 'Эта агрессия не останется незамеченной' сказал его коллега из державы $TAG_0_1$ , требуя осуждения агрессора. Да помилует их Господь.;;Am $DATE_LONG_0$ verkьndete $TAG_0_0$, dass sie sich mit $TAG_0_1$ im Kriegszustand befinden. Der AuЯenminister von $TAG_0_0$ nannte als Grund '$STRING_0_1$'. Mцge Gott ihnen allen gnдdig sein. ;;;;;;;;;;;x
WAR_NEWS_TITLE_MEDIUM;ДЕРЖАВА $TAG_0_0_UPPER$ НАЧАЛА ВОЙНУ!;;$TAG_0_0_UPPER$ ZIEHT IN KRIEG!;;;;;;;;;;;x
WAR_NEWS_MEDIUM;$DATE_LONG_0$ $TAG_0_0$ объявила войну державе $TAG_0_1$. Причина объявления войны: '$STRING_0_1$'. 'Агрессия не останется безнаказанной' заявил министр иностранных дел державы $TAG_0_1$ .;;Am $DATE_LONG_0$ verkьndete $TAG_0_0$, dass sie sich mit $TAG_0_1$ im Kriegszustand befinden. Die angegebene Begrьndung: '$STRING_0_1$'. Mцge Gott ihnen allen gnдdig sein. ;;;;;;;;;;;x
WAR_NEWS_TITLE_SMALL;ДЕРЖАВА $TAG_0_0_UPPER$ В СОСТОЯНИИ ВОЙНЫ!;;$TAG_0_0_$ im Krieg!;;;;;;;;;;;x
WAR_NEWS_SMALL;$DATE_LONG_0$ $TAG_0_0$ объявила войну державе $TAG_0_1$.;;Am $DATE_LONG_0$ verkьndete $TAG_0_0$ den Kriegszustand mit $TAG_0_1$.;;;;;;;;;;;x 
KEYNAME;Текст;;TEXT;;;;;;;;;;;x
